generation,mi_pred_dx,mi_pred_dy,mi_pred_dist,mi_food_dx,mi_food_dy,mi_ally_dist,mi_sig0_str,mi_sig0_dx,mi_sig0_dy,mi_sig1_str,mi_sig1_dx,mi_sig1_dy,mi_sig2_str,mi_sig2_dx,mi_sig2_dy,mi_energy
3726,0.0261,0.0378,0.0703,0.0078,0.0609,0.0131,0.0000,0.0000,0.0000,0.1753,0.0340,0.0248,0.0938,0.0208,0.0632,0.0659
3727,0.0216,0.0270,0.0528,0.0252,0.0140,0.0088,0.0000,0.0000,0.0000,0.1811,0.0195,0.0427,0.0510,0.0141,0.0040,0.0832
3728,0.0200,0.0227,0.0503,0.0188,0.0231,0.0026,0.0000,0.0000,0.0000,0.1674,0.0940,0.0247,0.0761,0.0408,0.0197,0.0807
3729,0.0092,0.0094,0.0178,0.0050,0.0138,0.0007,0.0000,0.0000,0.0000,0.0000,0.0388,0.0208,0.0423,0.0201,0.0045,0.0734
3730,0.0077,0.0135,0.0225,0.0739,0.0229,0.0138,0.0000,0.0000,0.0000,0.2377,0.0633,0.0421,0.0792,0.1187,0.1197,0.0837
3731,0.0136,0.0113,0.0281,0.0050,0.0074,0.0077,0.0000,0.0000,0.0000,0.0000,0.0263,0.0370,0.0665,0.0124,0.0130,0.0768
3732,0.0105,0.0129,0.0250,0.0253,0.0340,0.0082,0.0000,0.0000,0.0000,0.0000,0.0344,0.0453,0.0390,0.0908,0.0086,0.0714
3733,0.0142,0.0175,0.0380,0.0339,0.0321,0.0028,0.0000,0.0000,0.0000,0.0000,0.0323,0.0399,0.0431,0.0160,0.0104,0.0672
3734,0.0142,0.0370,0.0599,0.0238,0.0383,0.0090,0.0000,0.0000,0.0000,0.1609,0.0120,0.0174,0.0594,0.0171,0.0257,0.0418
3735,0.0212,0.0193,0.0331,0.0281,0.0344,0.0145,0.0000,0.0000,0.0000,0.2005,0.0600,0.0288,0.1157,0.0476,0.0213,0.0731
3736,0.0061,0.0081,0.0170,0.0101,0.0201,0.0032,0.0000,0.0000,0.0000,0.0000,0.0420,0.0222,0.0281,0.0387,0.0046,0.0822
3737,0.0193,0.0139,0.0256,0.0269,0.0301,0.0111,0.0000,0.0000,0.0000,0.1758,0.0689,0.0321,0.0785,0.0232,0.0234,0.0987
3738,0.0254,0.0238,0.0563,0.0154,0.0172,0.0166,0.0000,0.0000,0.0000,0.0000,0.0336,0.0097,0.0685,0.0128,0.0252,0.0449
3739,0.0255,0.0185,0.0517,0.0166,0.0146,0.0119,0.0000,0.0000,0.0000,0.1482,0.0444,0.0489,0.1160,0.0390,0.0144,0.0773
3740,0.0244,0.0254,0.0693,0.0210,0.0215,0.0019,0.0000,0.0000,0.0000,0.1725,0.0458,0.0398,0.0948,0.0544,0.0320,0.0937
3741,0.0192,0.0157,0.0330,0.0344,0.0820,0.0004,0.0000,0.0000,0.0000,0.2468,0.0773,0.0620,0.1126,0.0431,0.0230,0.0648
3742,0.0281,0.0253,0.0454,0.0142,0.0165,0.0066,0.0000,0.0000,0.0000,0.1667,0.0492,0.0273,0.0940,0.0297,0.0352,0.0370
3743,0.0167,0.0228,0.0343,0.0271,0.0242,0.0038,0.0000,0.0000,0.0000,0.1758,0.0704,0.0728,0.0760,0.0233,0.0199,0.0967
3744,0.0129,0.0086,0.0291,0.0225,0.0125,0.0057,0.0000,0.0000,0.0000,0.2048,0.0656,0.0459,0.0665,0.0374,0.0217,0.0658
3745,0.0140,0.0167,0.0284,0.0400,0.0520,0.0023,0.0000,0.0000,0.0000,0.2573,0.0659,0.0747,0.1004,0.0536,0.0399,0.0659
3746,0.0293,0.0241,0.0377,0.0420,0.0411,0.0047,0.0000,0.0000,0.0000,0.2026,0.0687,0.0437,0.1137,0.0457,0.0267,0.0345
3747,0.0101,0.0150,0.0254,0.0223,0.0524,0.0006,0.0000,0.0000,0.0000,0.0000,0.0574,0.0447,0.0608,0.0425,0.0511,0.0675
3748,0.0106,0.0170,0.0382,0.0108,0.0331,0.0448,0.0000,0.0000,0.0000,0.0000,0.0178,0.0533,0.0608,0.0396,0.0095,0.0351
3749,0.0158,0.0118,0.0378,0.0518,0.0083,0.0092,0.0000,0.0000,0.0000,0.2178,0.0768,0.0273,0.1072,0.0413,0.0376,0.0633
3750,0.0129,0.0142,0.0233,0.0150,0.0122,0.0022,0.0000,0.0000,0.0000,0.0000,0.1041,0.0906,0.0899,0.1086,0.0286,0.0901
3751,0.0118,0.0141,0.0206,0.0131,0.0242,0.0048,0.0000,0.0000,0.0000,0.2776,0.0857,0.0786,0.1167,0.0742,0.0305,0.1304
3752,0.0132,0.0160,0.0335,0.0025,0.0186,0.0232,0.0000,0.0000,0.0000,0.2309,0.0922,0.0545,0.0866,0.0973,0.0244,0.0825
3753,0.0196,0.0132,0.0229,0.0158,0.0294,0.0050,0.0000,0.0000,0.0000,0.0000,0.0642,0.0334,0.0465,0.0310,0.0369,0.0656
3754,0.0169,0.0212,0.0424,0.0129,0.0496,0.0036,0.0000,0.0000,0.0000,0.2262,0.0363,0.0538,0.1176,0.0367,0.0343,0.0656
3755,0.0061,0.0116,0.0117,0.0129,0.0388,0.0037,0.0000,0.0000,0.0000,0.0000,0.0600,0.0388,0.0229,0.0919,0.0291,0.0759
3756,0.0013,0.0053,0.0080,0.0286,0.0272,0.0193,0.0000,0.0000,0.0000,0.0000,0.0496,0.0562,0.0326,0.0924,0.0285,0.0811
3757,0.0107,0.0400,0.0464,0.0109,0.0403,0.0164,0.0000,0.0000,0.0000,0.1854,0.0447,0.1037,0.1661,0.0675,0.0623,0.0295
3758,0.0170,0.0383,0.0430,0.0479,0.0137,0.0045,0.0000,0.0000,0.0000,0.2448,0.0585,0.0535,0.1125,0.0392,0.0295,0.1237
3759,0.0029,0.0110,0.0244,0.0232,0.0311,0.0115,0.0000,0.0000,0.0000,0.2098,0.0379,0.0187,0.0516,0.0772,0.0480,0.0667
3760,0.0177,0.0207,0.0496,0.0024,0.0203,0.0272,0.0000,0.0000,0.0000,0.2319,0.0184,0.0323,0.0992,0.0365,0.0190,0.0944
3761,0.0105,0.0054,0.0196,0.0106,0.0086,0.0027,0.0000,0.0000,0.0000,0.0000,0.0343,0.0367,0.0499,0.0372,0.0260,0.1001
3762,0.0247,0.0063,0.0351,0.0116,0.0088,0.0226,0.0000,0.0000,0.0000,0.1960,0.0647,0.0259,0.0905,0.0303,0.0193,0.1053
3763,0.0049,0.0151,0.0186,0.0213,0.0167,0.0094,0.0000,0.0000,0.0000,0.0000,0.0530,0.0583,0.0595,0.1331,0.0129,0.1238
3764,0.0060,0.0004,0.0041,0.0098,0.0179,0.0095,0.0000,0.0000,0.0000,0.0000,0.0416,0.0249,0.0161,0.0423,0.0144,0.0576
3765,0.0261,0.0307,0.0580,0.0068,0.0295,0.0071,0.0000,0.0000,0.0000,0.1839,0.0653,0.0450,0.1223,0.0184,0.0455,0.0659
3766,0.0236,0.0302,0.0589,0.0135,0.0205,0.0126,0.0000,0.0000,0.0000,0.0000,0.0375,0.0182,0.0691,0.0106,0.0150,0.0992
3767,0.0015,0.0267,0.0246,0.0146,0.0016,0.0196,0.0000,0.0000,0.0000,0.2020,0.0569,0.0284,0.1287,0.0519,0.0741,0.1211
3768,0.0016,0.0016,0.0021,0.0040,0.0084,0.0052,0.0000,0.0000,0.0000,0.0000,0.0305,0.0136,0.0441,0.0146,0.0108,0.0745
3769,0.0022,0.0015,0.0076,0.0146,0.0040,0.0060,0.0000,0.0000,0.0000,0.0000,0.0528,0.0181,0.0666,0.0178,0.0091,0.0902
3770,0.0087,0.0101,0.0231,0.0195,0.0060,0.0030,0.0000,0.0000,0.0000,0.0000,0.0994,0.0333,0.0719,0.0441,0.0451,0.0807
3771,0.0150,0.0302,0.0495,0.0156,0.0084,0.0147,0.0000,0.0000,0.0000,0.0000,0.0601,0.0302,0.0317,0.0301,0.0123,0.0922
3772,0.0157,0.0329,0.0478,0.0108,0.0237,0.0087,0.0000,0.0000,0.0000,0.2619,0.0592,0.0666,0.1244,0.0446,0.0425,0.0909
3773,0.0059,0.0137,0.0281,0.0057,0.0101,0.0054,0.0000,0.0000,0.0000,0.1778,0.0574,0.0091,0.0859,0.0262,0.0416,0.1318
3774,0.0191,0.0202,0.0509,0.0277,0.0054,0.0128,0.0000,0.0000,0.0000,0.1647,0.0450,0.0465,0.0861,0.0259,0.0068,0.1400
3775,0.0069,0.0206,0.0570,0.0276,0.0190,0.0187,0.0000,0.0000,0.0000,0.2341,0.0553,0.0286,0.1154,0.0139,0.0427,0.1512
3776,0.0229,0.0343,0.0553,0.0106,0.0046,0.0125,0.0000,0.0000,0.0000,0.2223,0.0424,0.0428,0.0972,0.0312,0.0302,0.1168
3777,0.0041,0.0042,0.0091,0.0145,0.0040,0.0060,0.0000,0.0000,0.0000,0.0000,0.0621,0.0673,0.0674,0.0344,0.0103,0.1233
3778,0.0278,0.0165,0.0554,0.0319,0.0025,0.0164,0.0000,0.0000,0.0000,0.1911,0.0892,0.0501,0.1799,0.0725,0.0590,0.0637
3779,0.0294,0.0139,0.0735,0.0414,0.0160,0.0267,0.0000,0.0000,0.0000,0.1948,0.0764,0.0700,0.0130,0.0720,0.0434,0.0507
3780,0.0205,0.0284,0.0561,0.0154,0.0279,0.0163,0.0000,0.0000,0.0000,0.2569,0.0825,0.0414,0.0672,0.0177,0.0156,0.0873
3781,0.0099,0.0112,0.0124,0.0397,0.0072,0.0346,0.0000,0.0000,0.0000,0.0000,0.0997,0.0265,0.0505,0.0963,0.0273,0.0681
3782,0.0062,0.0084,0.0144,0.0116,0.0409,0.0187,0.0000,0.0000,0.0000,0.2901,0.1198,0.0774,0.1064,0.0560,0.0349,0.0926
3783,0.0135,0.0105,0.0136,0.0156,0.0165,0.0162,0.0000,0.0000,0.0000,0.0000,0.0509,0.0454,0.0381,0.0465,0.0269,0.1459
3784,0.0149,0.0176,0.0369,0.0019,0.0072,0.0046,0.0000,0.0000,0.0000,0.2680,0.0838,0.0482,0.1637,0.0751,0.0650,0.1279
3785,0.0090,0.0131,0.0329,0.0123,0.0067,0.0067,0.0000,0.0000,0.0000,0.2099,0.0509,0.0424,0.0841,0.0335,0.0389,0.0855
3786,0.0461,0.0586,0.0819,0.0203,0.0115,0.0299,0.0000,0.0000,0.0000,0.3200,0.0405,0.0642,0.1068,0.0355,0.0494,0.1477
3787,0.0252,0.0118,0.0300,0.0115,0.0378,0.0120,0.0000,0.0000,0.0000,0.2299,0.0507,0.0346,0.1012,0.0290,0.0384,0.0920
3788,0.0025,0.0019,0.0061,0.0064,0.0106,0.0033,0.0000,0.0000,0.0000,0.0000,0.0648,0.0573,0.0265,0.0697,0.0109,0.1495
3789,0.0031,0.0028,0.0083,0.0059,0.0137,0.0025,0.0000,0.0000,0.0000,0.0000,0.0525,0.0400,0.0410,0.0293,0.0185,0.1330
3790,0.0042,0.0078,0.0097,0.0321,0.0132,0.0083,0.0000,0.0000,0.0000,0.0000,0.0536,0.0282,0.0659,0.0278,0.0129,0.0963
3791,0.0158,0.0255,0.0357,0.0038,0.0129,0.0075,0.0000,0.0000,0.0000,0.2617,0.0463,0.0262,0.0933,0.0206,0.0266,0.1486
3792,0.0208,0.0116,0.0315,0.0048,0.0162,0.0409,0.0000,0.0000,0.0000,0.2073,0.0440,0.0303,0.0577,0.0123,0.0253,0.0705
3793,0.0109,0.0046,0.0142,0.0551,0.0039,0.0330,0.0000,0.0000,0.0000,0.0000,0.0903,0.0478,0.0918,0.0633,0.0236,0.0452
3794,0.0237,0.0192,0.0376,0.0226,0.0234,0.0086,0.0000,0.0000,0.0000,0.2122,0.0938,0.0228,0.0793,0.0167,0.0396,0.0697
3795,0.0189,0.0073,0.0080,0.0088,0.0136,0.0569,0.0000,0.0000,0.0000,0.2589,0.0279,0.0303,0.0194,0.0504,0.0202,0.2307
3796,0.0459,0.0272,0.0607,0.0134,0.0653,0.0061,0.0000,0.0000,0.0000,0.1369,0.0488,0.0327,0.0059,0.0334,0.0398,0.0727
3797,0.0068,0.0155,0.0136,0.0188,0.0050,0.0139,0.0000,0.0000,0.0000,0.2169,0.0297,0.0599,0.0753,0.0550,0.0286,0.1136
3798,0.0057,0.0020,0.0234,0.0291,0.0012,0.0094,0.0000,0.0000,0.0000,0.2346,0.0404,0.0597,0.0868,0.0257,0.0360,0.1109
3799,0.0274,0.0489,0.0741,0.0211,0.0610,0.0170,0.0000,0.0000,0.0000,0.2182,0.0575,0.0311,0.0935,0.0369,0.0328,0.0710
3800,0.0066,0.0037,0.0040,0.0278,0.0110,0.0062,0.0000,0.0000,0.0000,0.0000,0.0099,0.0183,0.0299,0.0232,0.0099,0.0785
3801,0.0135,0.0145,0.0367,0.0228,0.0229,0.0426,0.0000,0.0000,0.0000,0.1982,0.0394,0.0138,0.1102,0.0410,0.0474,0.0994
3802,0.0057,0.0091,0.0184,0.0106,0.0137,0.0049,0.0000,0.0000,0.0000,0.2135,0.0599,0.0424,0.1130,0.0596,0.0163,0.1041
3803,0.0099,0.0050,0.0139,0.0337,0.0206,0.0144,0.0000,0.0000,0.0000,0.2188,0.0464,0.0326,0.0958,0.0246,0.0350,0.1269
3804,0.0072,0.0156,0.0259,0.0392,0.0262,0.0287,0.0000,0.0000,0.0000,0.0000,0.0683,0.0265,0.0455,0.0155,0.0274,0.0745
3805,0.0102,0.0234,0.0263,0.0166,0.0202,0.0058,0.0000,0.0000,0.0000,0.1775,0.0264,0.0206,0.0527,0.0290,0.0221,0.1395
3806,0.0221,0.0145,0.0266,0.0213,0.0277,0.0429,0.0000,0.0000,0.0000,0.1655,0.0456,0.0170,0.0620,0.0325,0.0219,0.0385
3807,0.0063,0.0043,0.0094,0.0184,0.0066,0.0319,0.0000,0.0000,0.0000,0.0000,0.0251,0.0274,0.0630,0.0441,0.0226,0.0672
3808,0.0364,0.0205,0.0506,0.0194,0.0127,0.0098,0.0000,0.0000,0.0000,0.1541,0.0573,0.0132,0.0368,0.0225,0.0084,0.1033
3809,0.0087,0.0049,0.0101,0.0111,0.0098,0.0086,0.0000,0.0000,0.0000,0.0000,0.0071,0.0108,0.0529,0.0106,0.0108,0.1155
3810,0.0066,0.0130,0.0210,0.0146,0.0228,0.0048,0.0000,0.0000,0.0000,0.0000,0.0567,0.0293,0.0505,0.0703,0.0183,0.1005
3811,0.0003,0.0109,0.0061,0.0246,0.0095,0.0054,0.0000,0.0000,0.0000,0.0000,0.0287,0.0141,0.0374,0.0093,0.0204,0.0820
3812,0.0065,0.0019,0.0080,0.0087,0.0489,0.0011,0.0000,0.0000,0.0000,0.0000,0.0523,0.0169,0.0394,0.0201,0.0106,0.0549
3813,0.0186,0.0183,0.0573,0.0084,0.0194,0.0314,0.0000,0.0000,0.0000,0.1905,0.0427,0.0227,0.0286,0.0399,0.0151,0.0493
3814,0.0091,0.0091,0.0130,0.0163,0.0127,0.0002,0.0000,0.0000,0.0000,0.2356,0.0697,0.0145,0.0693,0.0383,0.0176,0.1085
3815,0.0084,0.0036,0.0133,0.0099,0.0020,0.0289,0.0000,0.0000,0.0000,0.2510,0.0377,0.0156,0.0865,0.0299,0.0194,0.1345
3816,0.0196,0.0083,0.0271,0.0453,0.0119,0.0138,0.0000,0.0000,0.0000,0.1756,0.0403,0.0101,0.0766,0.0354,0.0303,0.1028
3817,0.0205,0.0162,0.0367,0.0013,0.0310,0.0001,0.0000,0.0000,0.0000,0.1602,0.0317,0.0225,0.0602,0.0242,0.0274,0.1146
3818,0.0412,0.0190,0.0608,0.0072,0.0465,0.0224,0.0000,0.0000,0.0000,0.1677,0.0326,0.0114,0.0510,0.0242,0.0255,0.0262
3819,0.0084,0.0084,0.0171,0.0415,0.0372,0.0280,0.0000,0.0000,0.0000,0.0000,0.0470,0.0183,0.0654,0.0392,0.0328,0.0752
3820,0.0246,0.0373,0.0833,0.0117,0.0504,0.0137,0.0000,0.0000,0.0000,0.1314,0.0449,0.0332,0.0709,0.0203,0.0526,0.0631
3821,0.0054,0.0046,0.0108,0.0320,0.0289,0.0064,0.0000,0.0000,0.0000,0.1935,0.0088,0.0152,0.0965,0.0453,0.0204,0.0374
3822,0.0152,0.0178,0.0342,0.0082,0.0117,0.0099,0.0000,0.0000,0.0000,0.1658,0.0629,0.0164,0.0372,0.0050,0.0073,0.0685
3823,0.0120,0.0316,0.0430,0.0014,0.0348,0.0145,0.0000,0.0000,0.0000,0.0000,0.0064,0.0085,0.0272,0.0184,0.0113,0.0535
3824,0.0145,0.0347,0.0500,0.0862,0.0304,0.0066,0.0000,0.0000,0.0000,0.1832,0.0303,0.0378,0.0796,0.0374,0.0480,0.0580
3825,0.0301,0.0487,0.0883,0.0284,0.0181,0.0261,0.0000,0.0000,0.0000,0.3464,0.0661,0.0034,0.0786,0.0466,0.0394,0.1103
3826,0.0299,0.0248,0.0668,0.0085,0.0556,0.0552,0.0000,0.0000,0.0000,0.1779,0.0505,0.0772,0.1025,0.0309,0.0155,0.0320
3827,0.0073,0.0178,0.0263,0.0480,0.0167,0.0022,0.0000,0.0000,0.0000,0.1106,0.0160,0.0082,0.0000,0.0202,0.0210,0.0540
3828,0.0082,0.0207,0.0196,0.0494,0.0786,0.0271,0.0000,0.0000,0.0000,0.1807,0.0357,0.0244,0.0982,0.0341,0.0259,0.0644
3829,0.0231,0.0161,0.0432,0.0247,0.0907,0.0134,0.0000,0.0000,0.0000,0.1337,0.0203,0.0161,0.0100,0.0621,0.0219,0.0426
3830,0.0115,0.0147,0.0356,0.0527,0.0162,0.0207,0.0000,0.0000,0.0000,0.2252,0.0580,0.0627,0.0956,0.0615,0.0107,0.1173
3831,0.0165,0.0253,0.0488,0.0367,0.0261,0.0061,0.0000,0.0000,0.0000,0.1295,0.0799,0.0268,0.0372,0.0160,0.0209,0.0453
3832,0.0266,0.0487,0.0846,0.0086,0.0163,0.0027,0.0000,0.0000,0.0000,0.1355,0.0287,0.0108,0.0006,0.0178,0.0411,0.0936
3833,0.0423,0.0263,0.0531,0.0135,0.0887,0.0099,0.0000,0.0000,0.0000,0.1231,0.0219,0.0095,0.0083,0.0319,0.0266,0.0334
3834,0.0164,0.0147,0.0366,0.0347,0.0200,0.0171,0.0000,0.0000,0.0000,0.1714,0.0569,0.0603,0.0472,0.0627,0.0268,0.0777
3835,0.0143,0.0154,0.0370,0.0192,0.0240,0.0150,0.0000,0.0000,0.0000,0.1577,0.0480,0.0135,0.0142,0.0541,0.0334,0.0707
3836,0.0426,0.0142,0.0639,0.0733,0.0206,0.0298,0.0000,0.0000,0.0000,0.2719,0.0548,0.0327,0.0574,0.0227,0.0191,0.1451
3837,0.0307,0.0264,0.0699,0.0066,0.0408,0.0032,0.0000,0.0000,0.0000,0.1366,0.0545,0.0571,0.0192,0.0434,0.0203,0.0632
3838,0.0362,0.0106,0.0516,0.0060,0.0407,0.0133,0.0000,0.0000,0.0000,0.1196,0.0844,0.0528,0.0133,0.0439,0.0549,0.0224
3839,0.0159,0.0177,0.0271,0.0298,0.0171,0.0326,0.0000,0.0000,0.0000,0.1983,0.0616,0.0384,0.1426,0.0788,0.0312,0.1085
3840,0.0179,0.0355,0.0654,0.0239,0.0470,0.0289,0.0000,0.0000,0.0000,0.2042,0.0700,0.0350,0.0920,0.0359,0.0579,0.0316
3841,0.0089,0.0226,0.0266,0.0521,0.0233,0.0501,0.0000,0.0000,0.0000,0.0000,0.0581,0.0454,0.1024,0.0380,0.0349,0.1335
3842,0.0442,0.0603,0.1065,0.0463,0.0792,0.0038,0.0000,0.0000,0.0000,0.2180,0.0749,0.0608,0.0167,0.0387,0.0169,0.0354
3843,0.0170,0.0225,0.0335,0.0696,0.0265,0.0254,0.0000,0.0000,0.0000,0.1828,0.0561,0.0378,0.1045,0.0486,0.0359,0.0365
3844,0.0285,0.0363,0.0448,0.0294,0.0311,0.0060,0.0000,0.0000,0.0000,0.2614,0.0609,0.0778,0.1188,0.0847,0.0205,0.0865
3845,0.0083,0.0104,0.0195,0.0190,0.0364,0.0049,0.0000,0.0000,0.0000,0.2013,0.0398,0.0354,0.0728,0.0324,0.0286,0.0807
3846,0.0132,0.0072,0.0198,0.0293,0.0393,0.0199,0.0000,0.0000,0.0000,0.1649,0.0753,0.0421,0.1357,0.0596,0.0381,0.1131
3847,0.0243,0.0255,0.0359,0.0153,0.0224,0.0235,0.0000,0.0000,0.0000,0.1716,0.0599,0.0469,0.0779,0.0296,0.0315,0.0660
3848,0.0282,0.0558,0.0772,0.0326,0.0242,0.0044,0.0000,0.0000,0.0000,0.1559,0.0486,0.0244,0.0671,0.0406,0.0259,0.0521
3849,0.0153,0.0328,0.0491,0.0085,0.0208,0.0095,0.0000,0.0000,0.0000,0.1814,0.0359,0.0186,0.0321,0.0181,0.0176,0.0923
3850,0.0137,0.0345,0.0493,0.0215,0.0195,0.0026,0.0000,0.0000,0.0000,0.1613,0.0466,0.0231,0.0488,0.0175,0.0229,0.0690
3851,0.0298,0.0193,0.0478,0.0032,0.0309,0.0251,0.0000,0.0000,0.0000,0.1522,0.0695,0.0406,0.0949,0.0538,0.0335,0.0830
3852,0.0459,0.1297,0.1675,0.0154,0.0218,0.0055,0.0000,0.0000,0.0000,0.1762,0.0784,0.0394,0.0227,0.0264,0.0429,0.0283
3853,0.0350,0.0237,0.0552,0.0255,0.0317,0.0063,0.0000,0.0000,0.0000,0.1814,0.0756,0.0593,0.0185,0.0389,0.0446,0.0400
3854,0.0079,0.0235,0.0370,0.0274,0.0100,0.0097,0.0000,0.0000,0.0000,0.0000,0.0384,0.0201,0.0446,0.0172,0.0087,0.0507
3855,0.0433,0.0200,0.0902,0.0663,0.0440,0.0067,0.0000,0.0000,0.0000,0.2299,0.0347,0.0487,0.0889,0.0596,0.0455,0.0336
3856,0.0260,0.0408,0.0508,0.0062,0.0066,0.0016,0.0000,0.0000,0.0000,0.1213,0.0134,0.0107,0.0312,0.0486,0.0159,0.0591
3857,0.0352,0.0468,0.0608,0.0377,0.0472,0.0319,0.0000,0.0000,0.0000,0.1400,0.0459,0.0462,0.0182,0.0486,0.0315,0.0660
3858,0.0208,0.0193,0.0268,0.0091,0.0308,0.0030,0.0000,0.0000,0.0000,0.1858,0.0515,0.0211,0.0626,0.0221,0.0406,0.0579
3859,0.0181,0.0172,0.0460,0.0212,0.0330,0.0277,0.0000,0.0000,0.0000,0.2069,0.0780,0.0304,0.1126,0.0628,0.0261,0.0592
3860,0.0164,0.0239,0.0431,0.0115,0.0435,0.0422,0.0000,0.0000,0.0000,0.1606,0.0415,0.0403,0.0835,0.0485,0.0328,0.0124
3861,0.0183,0.0359,0.0548,0.0175,0.0156,0.0032,0.0000,0.0000,0.0000,0.1845,0.0327,0.0354,0.1182,0.0489,0.0608,0.0488
3862,0.0309,0.0178,0.0543,0.0226,0.0230,0.0200,0.0000,0.0000,0.0000,0.1890,0.0245,0.0160,0.0764,0.0326,0.0457,0.1079
3863,0.0110,0.0070,0.0451,0.1643,0.0405,0.0033,0.0000,0.0000,0.0000,0.1470,0.0524,0.0057,0.0039,0.0250,0.0302,0.0158
3864,0.0219,0.0203,0.0453,0.0568,0.0114,0.0290,0.0000,0.0000,0.0000,0.1636,0.0572,0.0262,0.0237,0.0565,0.0500,0.0664
3865,0.0376,0.0520,0.0798,0.0048,0.0551,0.0111,0.0000,0.0000,0.0000,0.1292,0.0609,0.0066,0.0280,0.0273,0.0167,0.0276
3866,0.0346,0.0346,0.0425,0.0208,0.0648,0.0354,0.0000,0.0000,0.0000,0.2152,0.0592,0.0449,0.1158,0.0637,0.0488,0.0878
3867,0.0416,0.0275,0.0851,0.0195,0.0278,0.0002,0.0000,0.0000,0.0000,0.1324,0.0167,0.0211,0.0035,0.0329,0.0373,0.0519
3868,0.0147,0.0453,0.0904,0.0398,0.0647,0.0036,0.0000,0.0000,0.0000,0.1566,0.0317,0.0333,0.0104,0.0310,0.0647,0.0394
3869,0.0123,0.0404,0.0619,0.0066,0.0485,0.0019,0.0000,0.0000,0.0000,0.1608,0.0083,0.0206,0.0195,0.0741,0.0436,0.0923
3870,0.0217,0.0417,0.0475,0.0107,0.0204,0.0228,0.0000,0.0000,0.0000,0.1413,0.0299,0.0202,0.0569,0.0191,0.0189,0.0624
3871,0.0089,0.0116,0.0248,0.0612,0.0142,0.0383,0.0000,0.0000,0.0000,0.1734,0.0469,0.0097,0.0389,0.1557,0.0962,0.0314
3872,0.0256,0.0353,0.0676,0.0522,0.0048,0.0460,0.0000,0.0000,0.0000,0.1978,0.0651,0.0449,0.1047,0.0481,0.0376,0.0519
3873,0.0518,0.0200,0.0664,0.0174,0.0111,0.0287,0.0000,0.0000,0.0000,0.1372,0.0328,0.0218,0.0411,0.0233,0.0195,0.0747
3874,0.0270,0.0126,0.0576,0.0577,0.0284,0.0204,0.0000,0.0000,0.0000,0.1397,0.0457,0.0796,0.0461,0.0518,0.0123,0.0468
3875,0.0311,0.0607,0.0918,0.0126,0.0391,0.0041,0.0000,0.0000,0.0000,0.1455,0.0248,0.0275,0.0925,0.0108,0.0753,0.0599
3876,0.0291,0.0130,0.0365,0.0889,0.0757,0.0138,0.0000,0.0000,0.0000,0.1621,0.0088,0.0130,0.0385,0.0346,0.0675,0.0449
3877,0.0192,0.0470,0.0757,0.0314,0.0159,0.0118,0.0000,0.0000,0.0000,0.1325,0.0455,0.0234,0.0282,0.0192,0.0198,0.0695
3878,0.0450,0.0562,0.1264,0.0277,0.0318,0.0279,0.0000,0.0000,0.0000,0.1454,0.0415,0.0606,0.0176,0.0401,0.0593,0.0697
3879,0.0141,0.0247,0.0618,0.0416,0.0742,0.0079,0.0000,0.0000,0.0000,0.1205,0.0396,0.0197,0.0024,0.0223,0.0267,0.0255
3880,0.0044,0.0202,0.0561,0.0190,0.0492,0.0115,0.0000,0.0000,0.0000,0.1110,0.0278,0.0230,0.0031,0.0381,0.0373,0.0406
3881,0.0089,0.0066,0.0296,0.0411,0.0153,0.0069,0.0000,0.0000,0.0000,0.1298,0.0515,0.0658,0.0882,0.0386,0.0170,0.0265
3882,0.0124,0.0082,0.0181,0.0221,0.0387,0.0260,0.0000,0.0000,0.0000,0.2410,0.0549,0.0402,0.1388,0.0432,0.0541,0.0547
3883,0.0371,0.0452,0.0989,0.0108,0.0244,0.0132,0.0000,0.0000,0.0000,0.1090,0.0328,0.0184,0.0560,0.0453,0.0528,0.0712
3884,0.0195,0.0189,0.0410,0.0084,0.0364,0.0026,0.0000,0.0000,0.0000,0.1583,0.0292,0.0142,0.0739,0.0422,0.0250,0.1110
3885,0.0266,0.0248,0.0482,0.0470,0.0239,0.0227,0.0000,0.0000,0.0000,0.1951,0.0469,0.0396,0.1096,0.0599,0.0256,0.0517
3886,0.0340,0.0305,0.0523,0.0269,0.0284,0.0072,0.0000,0.0000,0.0000,0.1413,0.0303,0.0169,0.0406,0.0280,0.0178,0.0469
3887,0.0417,0.0280,0.0516,0.0081,0.0340,0.0062,0.0000,0.0000,0.0000,0.1422,0.0304,0.0324,0.0000,0.0190,0.0151,0.0768
3888,0.0149,0.0223,0.0363,0.0518,0.0293,0.0196,0.0000,0.0000,0.0000,0.1774,0.0288,0.0100,0.0861,0.0323,0.0375,0.0234
3889,0.0304,0.0410,0.0532,0.0096,0.0427,0.0077,0.0000,0.0000,0.0000,0.1524,0.0442,0.0339,0.0507,0.0228,0.0300,0.0557
3890,0.0080,0.0045,0.0357,0.0087,0.0314,0.0112,0.0000,0.0000,0.0000,0.2052,0.0042,0.0021,0.0536,0.0289,0.0310,0.1031
3891,0.0207,0.0500,0.0732,0.0399,0.0621,0.0040,0.0000,0.0000,0.0000,0.1458,0.0140,0.0042,0.0099,0.0703,0.0461,0.0513
