generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta
789,20.1,59.0,715,-0.0476,0.0061,0.5518,0.3037,-0.2275,0.0000,1.1983,0.5500,0.0000,0.0000,0.0000
790,29.8,70.0,1335,-0.0191,0.0070,0.5556,0.5826,-0.4420,0.2740,1.2084,0.5599,0.0000,0.0000,0.0000
791,20.6,57.0,830,-0.0422,0.0055,0.4455,0.3709,-0.4863,0.0000,1.1566,0.5299,0.0000,0.0000,0.0000
792,20.1,60.0,827,-0.0641,0.0020,0.4417,0.5722,-0.4204,0.0000,0.8569,0.5836,0.0000,0.0000,0.0000
793,33.0,88.0,1392,-0.0150,0.0053,0.6914,0.3844,-0.2128,-0.2188,0.7444,0.5889,0.0000,0.0000,0.0000
794,21.7,43.0,811,-0.0659,0.0095,0.6891,0.3587,-0.3474,0.1547,0.7956,0.6337,0.0000,0.0000,0.0000
795,21.6,65.0,904,-0.0485,0.0054,0.3291,0.6117,-0.4436,0.0313,1.0578,0.5257,0.0000,0.0000,0.0000
796,32.1,88.0,1382,-0.0441,0.0068,0.6886,0.6199,-0.4000,0.0000,1.2512,0.5561,0.0000,0.0000,0.0000
797,18.5,44.0,778,-0.0437,0.0126,0.6672,0.5050,-0.3557,0.0000,2.1755,0.5261,0.0000,0.0000,0.0000
798,22.7,79.0,860,-0.0486,0.0039,0.3339,0.5951,-0.3822,0.1537,2.1742,0.4941,0.0000,0.0000,0.0000
799,20.2,48.0,836,-0.0616,0.0028,0.5224,0.6155,-0.3938,0.1395,2.2814,0.6072,0.0000,0.0000,0.0000
800,24.0,67.0,970,-0.0472,0.0059,0.5920,0.5612,-0.4793,0.1740,2.3159,0.5545,0.0000,0.0000,0.0000
801,38.1,74.0,1618,-0.0334,0.0051,0.5105,0.6622,-0.2972,0.0000,2.3304,0.5340,0.0000,0.0000,0.0000
802,23.8,74.0,1012,-0.0422,0.0090,0.5958,0.5012,-0.4520,0.1331,2.3318,0.5182,0.0000,0.0000,0.0000
803,32.2,95.0,1286,-0.0216,0.0058,0.5979,0.4337,-0.2647,0.2065,2.3254,0.5055,0.0000,0.0000,0.0000
804,22.1,71.0,900,-0.0600,0.0043,0.4521,0.4994,-0.3482,0.0000,2.2584,0.5639,0.0000,0.0000,0.0000
805,24.4,60.0,1041,-0.0413,0.0054,0.5169,0.4375,-0.4105,0.0000,2.2323,0.5666,0.0000,0.0000,0.0000
806,27.9,65.0,1221,-0.0188,0.0141,0.4626,0.5859,-0.4159,0.0000,1.9721,0.5785,0.0000,0.0000,0.0000
807,25.0,67.0,1040,-0.0404,0.0094,0.5112,0.4618,-0.5033,0.0000,0.9732,0.5811,0.0000,0.0000,0.0000
808,21.1,70.0,863,-0.0516,0.0064,0.5199,0.5657,-0.4243,0.1505,0.9714,0.5472,0.0000,0.0000,0.0000
809,20.9,51.0,793,-0.0741,0.0113,0.4511,0.5487,-0.5387,0.0713,0.7989,0.6008,0.0000,0.0000,0.0000
810,18.9,64.0,784,-0.0546,0.0231,0.4156,0.5796,-0.4495,0.1806,0.8566,0.5560,0.0000,0.0000,0.0000
811,36.1,87.0,1512,-0.0185,0.0123,0.4447,0.6582,-0.3668,0.0000,0.8492,0.5221,0.0000,0.0000,0.0000
812,37.3,85.0,1610,-0.0192,0.0273,0.4350,0.5775,-0.2223,0.1559,1.0286,0.5703,0.0000,0.0000,0.0000
813,18.4,54.0,755,-0.0636,0.0087,0.3939,0.6487,-0.1520,0.0000,1.0619,0.5593,0.0000,0.0000,0.0000
814,22.7,58.0,969,-0.0454,0.0099,0.4042,0.5724,-0.4773,0.0000,1.1634,0.5703,0.0000,0.0000,0.0000
815,29.5,77.0,1266,-0.0348,0.0184,0.3955,0.4576,-0.3178,0.0000,0.9043,0.5728,0.0000,0.0000,0.0000
816,25.6,78.0,990,-0.0374,0.0182,0.4009,0.4858,-0.3201,0.0000,0.7650,0.5310,0.0000,0.0000,0.0000
817,25.7,99.0,994,-0.0231,0.0075,0.4508,0.5547,-0.3871,0.0000,0.6774,0.5330,0.0000,0.0000,0.0000
818,19.4,47.0,849,-0.0459,0.0078,0.4390,0.4826,-0.2966,0.0000,0.6257,0.5747,0.0000,0.0000,0.0000
819,27.0,60.0,1178,-0.0127,0.0121,0.4602,0.4466,-0.4356,0.0000,0.6224,0.6175,0.0000,0.0000,0.0000
820,20.2,58.0,772,-0.0505,0.0165,0.4944,0.5932,-0.3828,0.0000,0.6233,0.6026,0.0000,0.0000,0.0000
821,18.6,64.0,762,-0.0538,0.0237,0.5396,0.4796,-0.5192,0.0000,1.0439,0.5616,0.0000,0.0000,0.0000
822,20.0,57.0,868,-0.0357,0.0052,0.5859,0.4883,-0.5369,0.0000,1.5821,0.5610,0.0000,0.0000,0.0000
823,22.4,51.0,907,-0.0441,0.0071,0.5844,0.5985,-0.2355,0.0000,1.5715,0.6001,0.0000,0.0000,0.0000
824,25.8,64.0,1099,-0.0246,0.0138,0.6746,0.4669,-0.4082,0.0000,1.4693,0.6003,0.0000,0.0000,0.0000
825,25.6,70.0,1081,-0.0370,0.0130,0.6290,0.3721,-0.5094,0.0000,1.4120,0.5758,0.0000,0.0000,0.0000
826,19.1,76.0,786,-0.0102,0.0062,0.6659,0.6125,-0.5328,0.0000,1.3540,0.5049,0.0000,0.0000,0.0000
827,18.0,43.0,776,-0.0567,0.0120,0.6843,0.5608,-0.4271,0.0000,1.3622,0.5793,0.0000,0.0000,0.0000
828,26.6,71.0,1165,-0.0215,0.0282,0.6804,0.4923,-0.3409,0.0000,1.3125,0.5848,0.0000,0.0000,0.0000
829,27.4,74.0,1186,-0.0278,0.0120,0.6931,0.4455,-0.4288,0.0000,1.4081,0.5361,0.0000,0.0000,0.0000
830,26.5,73.0,1150,-0.0296,0.0182,0.6931,0.3138,-0.3414,0.0000,1.5399,0.5485,0.0000,0.0000,0.0000
831,17.9,59.0,729,-0.0576,0.0133,0.6257,0.4421,-0.3377,0.0000,2.3507,0.5537,0.0000,0.0000,0.0000
832,29.8,80.0,1248,-0.0345,0.0216,0.6550,0.4276,-0.3714,0.0000,2.1289,0.5810,0.0000,0.0000,0.0000
833,31.6,98.0,1305,-0.0276,0.0271,0.5809,0.4229,-0.3459,0.0000,2.1403,0.5577,0.0000,0.0000,0.0000
834,22.0,80.0,887,-0.0361,0.0279,0.6470,0.5718,-0.5290,0.0000,2.1484,0.5188,0.0000,0.0000,0.0000
835,18.1,46.0,740,-0.0311,0.0257,0.6392,0.6171,-0.2709,0.0000,2.1167,0.5066,0.0000,0.0000,0.0000
836,20.0,63.0,849,-0.0398,0.0232,0.6382,0.6119,-0.4611,0.0365,2.1160,0.5474,0.0000,0.0000,0.0000
837,24.5,67.0,1048,-0.0248,0.0087,0.5827,0.6789,-0.3933,0.0000,2.1192,0.5483,0.0000,0.0000,0.0000
838,29.9,82.0,1217,-0.0304,0.0334,0.6019,0.3590,-0.2501,0.0000,2.1225,0.5827,0.0000,0.0000,0.0000
839,19.8,64.0,779,-0.0398,0.0149,0.5854,0.5913,-0.4516,0.0000,2.0788,0.5390,0.0000,0.0000,0.0000
840,18.9,41.0,796,-0.0352,0.0129,0.6931,0.4800,-0.5650,0.0000,2.0018,0.6274,0.0000,0.0000,0.0000
841,27.5,60.0,1191,-0.0202,0.0311,0.6054,0.5365,-0.4934,0.0000,0.8601,0.6272,0.0000,0.0000,0.0000
842,18.7,51.0,788,-0.0241,0.0135,0.5939,0.6496,-0.4419,0.0000,0.8735,0.5621,0.0000,0.0000,0.0000
843,20.7,82.0,803,-0.0573,0.0271,0.5412,0.3470,-0.3229,0.0000,0.8884,0.5379,0.0000,0.0000,0.0000
844,32.7,95.0,1350,-0.0341,0.0430,0.5053,0.6597,-0.0805,0.0000,1.0020,0.5853,0.0000,0.0000,0.0000
845,18.4,48.0,755,-0.0185,0.0113,0.5183,0.3621,-0.3868,0.0000,1.1629,0.5412,0.0000,0.0000,0.0000
846,15.7,51.0,664,-0.0587,0.0123,0.4437,0.5465,-0.5211,0.0000,2.0698,0.5725,0.0000,0.0000,0.0000
847,19.4,55.0,800,-0.0088,0.0271,0.5861,0.4500,-0.5396,0.0000,2.5767,0.5793,0.0000,0.0000,0.0000
848,21.1,79.0,884,-0.0475,0.0264,0.5651,0.5273,-0.4461,0.0000,2.6007,0.5255,0.0000,0.0000,0.0000
849,18.1,49.0,787,-0.0330,0.0209,0.6043,0.3684,-0.5275,0.0000,2.6041,0.5443,0.0000,0.0000,0.0000
850,22.2,75.0,905,-0.0243,0.0255,0.6430,0.6760,-0.3914,0.0000,2.6858,0.5238,0.0000,0.0000,0.0000
851,22.5,53.0,1019,-0.0383,0.0148,0.6681,0.6675,-0.3781,0.0000,2.7396,0.6067,0.0000,0.0000,0.0000
852,21.4,60.0,928,-0.0216,0.0211,0.6680,0.2931,-0.4425,0.0000,2.8546,0.5493,0.0000,0.0000,0.0000
853,18.6,51.0,801,-0.0400,0.0145,0.6862,0.6667,-0.4850,0.0000,3.0016,0.5626,0.0000,0.0000,0.0000
854,27.0,68.0,1217,-0.0099,0.0327,0.6296,0.5312,-0.4345,0.0000,3.0622,0.5475,0.0000,0.0000,0.0000
855,14.5,36.0,657,-0.0472,0.0238,0.6857,0.4967,-0.2714,0.0000,3.0653,0.6027,0.0000,0.0000,0.0000
856,34.6,116.0,1471,-0.0156,0.0347,0.4816,0.4803,-0.3164,0.0000,2.4225,0.5013,0.0000,0.0000,0.0000
857,20.5,61.0,782,-0.0320,0.0135,0.5925,0.5050,-0.5294,0.0000,1.2059,0.5609,0.0000,0.0000,0.0000
858,22.0,76.0,927,-0.0280,0.0099,0.5661,0.4813,-0.5083,0.0000,1.6275,0.4701,0.0000,0.0000,0.0000
859,26.8,65.0,1098,-0.0082,0.0135,0.6501,0.6427,-0.3298,0.0000,1.5737,0.6085,0.0000,0.0000,0.0000
860,17.5,50.0,711,-0.0197,0.0122,0.5820,0.6594,-0.2458,0.0000,1.5737,0.4834,0.0000,0.0000,0.0000
861,17.4,45.0,723,-0.0138,0.0056,0.6329,0.5609,-0.5014,0.0000,2.0171,0.5815,0.0000,0.0000,0.0000
862,18.5,48.0,758,-0.0356,0.0252,0.5489,0.6609,-0.1639,0.0000,1.9480,0.5955,0.0000,0.0000,0.0000
863,22.4,64.0,904,-0.0210,0.0120,0.5529,0.6429,-0.4309,0.0000,1.9021,0.5604,0.0000,0.0000,0.0000
864,19.3,63.0,825,-0.0097,0.0119,0.5743,0.6487,-0.4227,0.0000,1.8811,0.4811,0.0000,0.0000,0.0000
865,18.8,76.0,791,-0.0329,0.0151,0.6491,0.6506,-0.4718,0.0000,1.9449,0.5363,0.0000,0.0000,0.0000
866,26.2,59.0,1136,-0.0343,0.0167,0.6065,0.6654,-0.4129,0.0000,1.9460,0.5505,0.0000,0.0000,0.0000
867,20.0,49.0,821,-0.0207,0.0311,0.5589,0.6639,-0.4912,0.0000,1.9138,0.6107,0.0000,0.0000,0.0000
868,20.6,60.0,821,-0.0256,0.0267,0.5698,0.4900,-0.4493,0.0000,1.6686,0.5647,0.0000,0.0000,0.0000
869,19.5,48.0,797,-0.0263,0.0117,0.5743,0.4754,0.1896,0.0000,1.6407,0.5347,0.0000,0.0000,0.0000
870,17.0,60.0,696,-0.0287,0.0136,0.5513,0.3538,-0.4994,0.0000,1.6128,0.5347,0.0000,0.0000,0.0000
871,19.2,52.0,770,-0.0377,0.0232,0.5297,0.5832,-0.1416,0.0000,0.9761,0.5877,0.0000,0.0000,0.0000
872,21.0,56.0,767,-0.0417,0.0297,0.5211,0.5912,-0.2851,0.0000,0.9277,0.5909,0.0000,0.0000,0.0000
873,24.5,80.0,937,-0.0277,0.0302,0.5725,0.6241,-0.3023,0.0000,0.9622,0.5187,0.0000,0.0000,0.0000
874,18.0,50.0,754,0.0000,0.0164,0.5626,0.6297,-0.3830,0.0000,1.1501,0.6024,0.0000,0.0000,0.0000
875,17.9,42.0,729,-0.0123,0.0139,0.5823,0.6931,-0.3752,0.0000,1.1798,0.6142,0.0000,0.0000,0.0000
876,20.5,57.0,772,-0.0181,0.0412,0.5177,0.6489,-0.5021,0.0000,1.1306,0.5332,0.0000,0.0000,0.0000
877,19.1,40.0,788,-0.0457,0.0253,0.5689,0.6103,-0.0110,0.0000,1.0636,0.5917,0.0000,0.0000,0.0000
878,18.3,49.0,789,-0.0507,0.0159,0.6460,0.4468,-0.3102,0.0000,1.0887,0.5389,0.0000,0.0000,0.0000
879,18.4,46.0,781,-0.0435,0.0200,0.6417,0.5434,-0.3347,0.0000,1.0489,0.6418,0.0000,0.0000,0.0000
880,19.2,64.0,774,-0.0233,0.0102,0.6931,0.3594,-0.4549,0.0000,0.9947,0.5596,0.0000,0.0000,0.0000
881,23.5,66.0,1037,-0.0376,0.0301,0.6931,0.5563,-0.4148,0.0000,1.0326,0.5552,0.0000,0.0000,0.0000
882,17.3,47.0,752,-0.0266,0.0058,0.6931,0.6931,-0.5062,0.0000,1.0219,0.5896,0.0000,0.0000,0.0000
883,21.6,62.0,959,-0.0250,0.0088,0.6931,0.6658,-0.3768,0.0000,0.9742,0.5660,0.0000,0.0000,0.0000
884,18.9,64.0,799,-0.0250,0.0230,0.6931,0.5048,-0.3109,0.0000,0.8937,0.5212,0.0000,0.0000,0.0000
885,22.8,79.0,896,-0.0368,0.0053,0.6931,0.6587,-0.4551,0.0000,0.7751,0.5482,0.0000,0.0000,0.0000
886,15.8,41.0,667,-0.0270,0.0182,0.6931,0.5337,-0.3314,0.0000,0.7305,0.6239,0.0000,0.0000,0.0000
887,17.5,46.0,739,-0.0203,0.0081,0.6931,0.6931,-0.1487,0.0000,0.8668,0.5670,0.0000,0.0000,0.0000
888,19.5,54.0,805,-0.0112,0.0080,0.6931,0.6931,-0.4249,0.0000,0.9781,0.5878,0.0000,0.0000,0.0000
889,17.2,51.0,706,-0.0184,0.0291,0.6931,0.6931,-0.3154,0.0000,1.0252,0.5702,0.0000,0.0000,0.0000
890,35.2,94.0,1510,-0.0185,0.0198,0.6931,0.6931,-0.1893,0.0000,1.0180,0.5568,0.0000,0.0000,0.0000
891,16.7,54.0,660,-0.0258,0.0080,0.6931,0.5687,-0.4073,0.0000,1.1409,0.5382,0.0000,0.0000,0.0000
892,19.5,51.0,817,-0.0220,0.0091,0.6931,0.6931,-0.4721,0.0000,1.3293,0.5955,0.0000,0.0000,0.0000
893,25.5,67.0,1104,-0.0272,0.0027,0.6898,0.5722,-0.3275,0.0000,1.2595,0.5679,0.0000,0.0000,0.0000
894,22.5,54.0,972,-0.0288,0.0264,0.6931,0.6931,-0.4859,0.0000,1.2310,0.5892,0.0000,0.0000,0.0000
895,20.7,69.0,865,-0.0301,0.0109,0.6931,0.6931,-0.4503,0.0000,1.2915,0.5448,0.0000,0.0000,0.0000
896,23.2,75.0,852,-0.0481,0.0059,0.6931,0.5451,-0.4549,0.0000,1.5818,0.5321,0.0000,0.0000,0.0000
897,20.6,65.0,799,-0.0563,0.0146,0.6931,0.6931,-0.3545,0.0000,1.4973,0.5060,0.0000,0.0000,0.0000
898,33.5,70.0,1460,-0.0205,0.0091,0.6931,0.6931,-0.2052,0.0000,1.3738,0.5571,0.0000,0.0000,0.0000
899,21.6,61.0,976,-0.0215,0.0056,0.6931,0.6931,-0.4589,0.0000,1.5021,0.5286,0.0000,0.0000,0.0000
900,21.2,55.0,849,-0.0412,0.0061,0.6931,0.6931,-0.4910,0.0000,1.5142,0.5980,0.0000,0.0000,0.0000
901,19.0,56.0,810,-0.0185,0.0020,0.6931,0.6931,-0.5612,0.0000,1.7089,0.5605,0.0000,0.0000,0.0000
902,20.9,52.0,743,-0.0417,0.0020,0.6931,0.6931,-0.4390,0.0000,1.9100,0.6257,0.0000,0.0000,0.0000
903,19.3,53.0,796,-0.0465,0.0035,0.6931,0.6931,-0.4398,0.0000,2.0589,0.6023,0.0000,0.0000,0.0000
904,33.9,79.0,1418,-0.0261,0.0015,0.6931,0.6931,-0.3521,0.0000,2.1631,0.6147,0.0000,0.0000,0.0000
905,18.0,44.0,744,-0.0511,0.0009,0.6931,0.6931,-0.2390,0.0000,2.1631,0.5872,0.0000,0.0000,0.0000
906,30.0,70.0,1339,-0.0157,0.0049,0.6931,0.6931,-0.4198,0.0000,2.1373,0.5795,0.0000,0.0000,0.0000
907,18.4,55.0,754,-0.0477,0.0013,0.6931,0.6146,-0.1512,0.0000,2.2000,0.6040,0.0000,0.0000,0.0000
908,16.0,43.0,687,-0.0364,0.0007,0.6421,0.5960,-0.3831,0.0000,2.2530,0.5994,0.0000,0.0000,0.0000
909,25.4,69.0,1109,-0.0198,0.0104,0.6931,0.6931,-0.5128,0.0000,1.9416,0.5596,0.0000,0.0000,0.0000
910,25.2,78.0,1040,-0.0308,0.0104,0.6467,0.6764,-0.4089,0.0000,1.6532,0.5345,0.0000,0.0000,0.0000
911,19.4,65.0,790,-0.0506,0.0046,0.6931,0.6842,-0.2771,0.0000,1.6532,0.5435,0.0000,0.0000,0.0000
912,18.9,43.0,815,-0.0393,0.0047,0.6931,0.6931,-0.3161,0.0000,0.0000,0.6332,0.0000,0.0000,0.0000
913,20.1,72.0,877,-0.0274,0.0021,0.6931,0.6931,-0.4777,0.0000,0.0000,0.5310,0.0000,0.0000,0.0000
914,18.7,51.0,709,-0.0423,0.0020,0.6200,0.6931,-0.4288,0.0000,0.0000,0.5937,0.0000,0.0000,0.0000
915,33.2,79.0,1476,-0.0136,0.0037,0.6931,0.6808,-0.3143,0.0000,1.7531,0.5776,0.0000,0.0000,0.0000
916,21.0,66.0,777,-0.0309,0.0000,0.6305,0.6931,-0.4386,0.0000,1.7531,0.5700,0.0000,0.0000,0.0000
917,32.4,99.0,1285,-0.0451,0.0050,0.5953,0.6628,-0.4169,0.0000,1.7531,0.5324,0.0000,0.0000,0.0000
918,21.1,70.0,784,-0.0383,0.0000,0.5957,0.6931,-0.4038,0.0000,1.7531,0.5118,0.0000,0.0000,0.0000
919,20.8,78.0,770,-0.0351,0.0000,0.5962,0.5913,-0.3396,0.0000,1.7531,0.5027,0.0000,0.0000,0.0000
920,25.6,74.0,1087,-0.0138,0.0018,0.6931,0.6931,-0.3656,0.0000,1.7531,0.5543,0.0000,0.0000,0.0000
921,19.3,54.0,707,-0.0537,0.0000,0.5907,0.6931,-0.4328,0.0000,1.7531,0.5754,0.0000,0.0000,0.0000
922,18.0,38.0,734,-0.0409,0.0047,0.4815,0.6460,-0.3582,0.0000,1.7531,0.6004,0.0000,0.0000,0.0000
923,24.2,57.0,900,-0.0267,0.0000,0.4965,0.6931,-0.4704,0.0000,1.7531,0.6154,0.0000,0.0000,0.0000
924,19.8,53.0,739,-0.0595,0.0023,0.4135,0.6931,-0.4684,0.0000,1.7531,0.5607,0.0000,0.0000,0.0000
925,19.2,70.0,702,-0.0328,0.0000,0.4846,0.4867,-0.0896,0.0000,0.0000,0.5201,0.0000,0.0000,0.0000
926,26.1,71.0,1015,-0.0374,0.0019,0.4561,0.5750,-0.4073,0.0000,0.0000,0.5716,0.0000,0.0000,0.0000
927,18.2,43.0,754,-0.0358,0.0000,0.4626,0.6931,-0.3210,0.0000,0.0000,0.5829,0.0000,0.0000,0.0000
928,30.2,88.0,1189,-0.0446,0.0014,0.4654,0.6931,-0.3553,0.0000,0.0000,0.5718,0.0000,0.0000,0.0000
929,18.1,50.0,787,-0.0381,0.0013,0.3907,0.5545,-0.5268,0.0000,0.0000,0.5492,0.0000,0.0000,0.0000
930,22.9,73.0,757,-0.0357,0.0000,0.3717,0.5439,-0.4000,0.0000,0.0000,0.5641,0.0000,0.0000,0.0000
931,23.5,59.0,890,-0.0303,0.0000,0.3444,0.5400,-0.3484,0.0000,0.0000,0.6038,0.0000,0.0000,0.0000
932,28.8,70.0,1204,-0.0349,0.0018,0.3759,0.6931,-0.4556,0.0000,0.0000,0.5668,0.0000,0.0000,0.0000
933,21.1,62.0,815,-0.0221,0.0065,0.3586,0.6397,-0.4978,0.0000,2.3609,0.5301,0.0000,0.0000,0.0000
934,21.8,61.0,886,-0.0339,0.0029,0.2315,0.6233,-0.3661,0.0000,3.1097,0.5583,0.0000,0.0000,0.0000
935,29.2,73.0,1144,-0.0245,0.0057,0.4673,0.6931,-0.3540,0.0000,3.5538,0.6079,0.0000,0.0000,0.0000
936,22.5,74.0,958,-0.0188,0.0000,0.3314,0.5688,-0.5028,0.0000,3.5538,0.4955,0.0000,0.0000,0.0000
937,22.3,66.0,931,-0.0354,0.0013,0.4651,0.6465,-0.4939,0.0000,3.5538,0.5391,0.0000,0.0000,0.0000
938,18.0,35.0,736,-0.0707,0.0076,0.3312,0.6492,-0.2107,0.0000,3.5538,0.6379,0.0000,0.0000,0.0000
939,18.3,48.0,668,-0.0344,0.0057,0.4476,0.6145,-0.3319,0.0000,3.4682,0.5010,0.0000,0.0000,0.0000
940,19.4,55.0,710,-0.0620,0.0031,0.2604,0.5621,-0.4549,0.0000,3.4676,0.5584,0.0000,0.0000,0.0000
941,18.3,57.0,780,-0.0192,0.0022,0.5163,0.5324,-0.5517,0.0000,3.4676,0.5889,0.0000,0.0000,0.0000
942,31.5,77.0,1243,-0.0201,0.0078,0.2791,0.6693,-0.2657,0.0000,3.3968,0.5875,0.0000,0.0000,0.0000
943,18.7,47.0,766,-0.0496,0.0030,0.5086,0.6552,-0.3582,0.0000,2.9979,0.6101,0.0000,0.0000,0.0000
944,26.2,69.0,1078,-0.0315,0.0140,0.5438,0.6044,-0.3242,0.0000,2.3336,0.5920,0.0000,0.0000,0.0000
945,19.1,61.0,749,-0.0387,0.0047,0.5267,0.6931,-0.4896,0.0000,0.8248,0.5584,0.0000,0.0000,0.0000
946,25.9,81.0,1053,-0.0503,0.0057,0.2704,0.6830,-0.4166,0.0000,0.8264,0.5470,0.0000,0.0000,0.0000
947,19.3,60.0,775,-0.0271,0.0000,0.3124,0.4947,-0.4967,0.0000,0.8264,0.5588,0.0000,0.0000,0.0000
948,21.4,72.0,768,-0.0482,0.0009,0.3167,0.5348,-0.4071,0.0000,0.8264,0.4896,0.0000,0.0000,0.0000
949,23.5,61.0,916,-0.0371,0.0028,0.3535,0.6931,-0.4884,0.0000,2.2931,0.5984,0.0000,0.0000,0.0000
950,20.7,59.0,814,-0.0405,0.0029,0.4676,0.3466,-0.4423,0.0000,4.8463,0.5353,0.0000,0.0000,0.0000
951,21.3,51.0,813,-0.0308,0.0061,0.2727,0.6256,-0.3492,0.0000,4.9924,0.6207,0.0000,0.0000,0.0000
952,36.1,94.0,1431,-0.0210,0.0013,0.3201,0.6931,-0.3334,0.0000,5.0545,0.5063,0.0000,0.0000,0.0000
953,19.8,56.0,782,-0.0678,0.0039,0.4624,0.6931,-0.3750,0.0000,5.2265,0.5484,0.0000,0.0000,0.0000
954,18.6,42.0,795,-0.0491,0.0016,0.4387,0.6773,-0.4054,0.0000,5.2291,0.6449,0.0000,0.0000,0.0000
955,31.9,75.0,1372,-0.0211,0.0129,0.5692,0.6931,-0.3347,0.0000,5.2645,0.5643,0.0000,0.0000,0.0000
956,17.4,46.0,703,-0.0356,0.0020,0.5171,0.6931,-0.3633,0.0000,5.0837,0.6000,0.0000,0.0000,0.0000
957,17.3,46.0,730,-0.0521,0.0033,0.4479,0.6931,-0.3424,0.0000,4.7329,0.5824,0.0000,0.0000,0.0000
958,25.0,68.0,1072,-0.0364,0.0025,0.3414,0.6931,-0.4317,0.0000,4.7329,0.5591,0.0000,0.0000,0.0000
959,21.8,57.0,864,-0.0382,0.0067,0.3919,0.5225,-0.4576,0.0000,4.7390,0.5702,0.0000,0.0000,0.0000
960,23.2,61.0,942,-0.0287,0.0042,0.4543,0.5815,-0.3429,0.0000,3.7103,0.5816,0.0000,0.0000,0.0000
961,20.2,60.0,850,-0.0447,0.0061,0.3718,0.6653,-0.4559,0.0000,3.8451,0.5389,0.0000,0.0000,0.0000
962,36.6,98.0,1538,-0.0449,0.0017,0.2542,0.6931,-0.3226,0.0000,3.9680,0.5479,0.0000,0.0000,0.0000
963,18.4,60.0,693,-0.0289,0.0051,0.2477,0.5835,-0.5145,0.0000,3.9879,0.5080,0.0000,0.0000,0.0000
964,20.2,55.0,732,-0.0383,0.0032,0.2823,0.5307,-0.4332,0.0000,3.9879,0.5508,0.0000,0.0000,0.0000
965,17.5,47.0,710,-0.0408,0.0008,0.2464,0.6931,-0.5071,0.0000,3.7378,0.5918,0.0000,0.0000,0.0000
966,19.4,47.0,783,-0.0434,0.0043,0.4997,0.6438,-0.3133,0.0000,3.7132,0.6023,0.0000,0.0000,0.0000
967,18.9,54.0,739,-0.0311,0.0023,0.4921,0.6501,-0.3498,0.0000,3.6134,0.6086,0.0000,0.0000,0.0000
968,15.5,45.0,625,-0.0336,0.0011,0.4693,0.6692,-0.3844,0.0000,3.6134,0.6258,0.0000,0.0000,0.0000
969,21.2,61.0,738,-0.0569,0.0011,0.5388,0.6718,-0.3408,0.0000,3.0655,0.5664,0.0000,0.0000,0.0000
970,19.8,54.0,820,-0.0402,0.0013,0.5619,0.6931,-0.4625,0.0000,3.0604,0.6015,0.0000,0.0000,0.0000
971,25.6,80.0,989,-0.0233,0.0017,0.5580,0.6577,-0.4867,0.0000,3.0604,0.5492,0.0000,0.0000,0.0000
972,18.9,56.0,778,-0.0398,0.0015,0.5843,0.6931,-0.4144,0.0000,0.0000,0.5568,0.0000,0.0000,0.0000
973,19.2,57.0,734,-0.0504,0.0010,0.6645,0.6785,-0.4983,0.0000,0.0000,0.5090,0.0000,0.0000,0.0000
974,23.5,65.0,970,-0.0258,0.0027,0.6374,0.3242,-0.3618,0.0000,0.0000,0.5732,0.0000,0.0000,0.0000
975,23.1,59.0,997,-0.0451,0.0016,0.4304,0.6179,-0.4149,0.0000,0.0000,0.5308,0.0000,0.0000,0.0000
976,18.3,50.0,788,-0.0102,0.0045,0.6071,0.6819,-0.4564,0.0000,2.4009,0.5580,0.0000,0.0000,0.0000
977,18.4,70.0,762,-0.0236,0.0086,0.6570,0.6836,-0.4335,0.0000,2.4009,0.5024,0.0000,0.0000,0.0000
978,26.4,88.0,1035,-0.0116,0.0080,0.5755,0.6591,-0.4197,0.0000,2.5898,0.5212,0.0000,0.0000,0.0000
979,19.4,66.0,752,-0.0186,0.0024,0.5868,0.6377,-0.5298,0.0000,2.5898,0.5673,0.0000,0.0000,0.0000
980,18.1,49.0,670,-0.0254,0.0107,0.6124,0.3711,-0.5752,0.0000,2.5898,0.6062,0.0000,0.0000,0.0000
981,30.3,80.0,1245,-0.0088,0.0017,0.3643,0.5580,-0.3766,0.0000,2.5898,0.5951,0.0000,0.0000,0.0000
982,21.5,56.0,853,-0.0305,0.0130,0.5676,0.4076,-0.4681,0.0000,2.5898,0.5696,0.0000,0.0000,0.0000
983,21.9,78.0,833,-0.0240,0.0046,0.5621,0.3122,-0.4851,0.0000,2.5898,0.5357,0.0000,0.0000,0.0000
984,31.7,85.0,1302,-0.0192,0.0015,0.5398,0.6713,-0.3690,0.0000,2.5898,0.5278,0.0000,0.0000,0.0000
985,20.2,55.0,789,-0.0330,0.0044,0.6133,0.6825,-0.0646,0.0000,2.5606,0.5676,0.0000,0.0000,0.0000
986,21.0,71.0,768,-0.0326,0.0062,0.2465,0.4956,-0.5413,0.0000,1.2731,0.5830,0.0000,0.0000,0.0000
987,24.3,90.0,976,-0.0359,0.0028,0.3156,0.6586,-0.4169,0.0000,1.2731,0.4993,0.0000,0.0000,0.0000
988,33.5,78.0,1376,-0.0283,0.0051,0.4644,0.4461,-0.4935,0.0000,0.3536,0.6051,0.0000,0.0000,0.0000
