generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta
6297,20.1,58.0,653,-0.0349,0.0069,0.1979,0.3449,-0.4577,-0.0183,0.5953,0.5541,0.0000,0.0000,0.0000
6298,27.9,90.0,928,-0.0259,0.0072,0.1758,0.1572,-0.3849,0.0000,0.5957,0.5402,0.0000,0.0000,0.0000
6299,24.5,98.0,865,-0.0324,0.0026,0.1502,0.1183,-0.4558,0.0000,0.0200,0.4996,0.0000,0.0000,0.0000
6300,22.9,73.0,749,-0.0561,0.0133,0.1772,0.2526,-0.2540,0.0000,0.0460,0.5347,0.0000,0.0000,0.0000
6301,24.1,76.0,815,-0.0405,0.0041,0.1852,0.2331,-0.3856,0.0000,2.4145,0.4230,0.0000,0.0000,0.0000
6302,20.2,47.0,718,-0.0362,0.0115,0.2119,0.2108,-0.3479,0.0000,3.1663,0.6198,0.0000,0.0000,0.0000
6303,23.6,72.0,852,-0.0408,0.0103,0.1496,0.2434,-0.4736,-0.2252,3.1533,0.5581,0.0000,0.0000,0.0000
6304,17.5,42.0,721,-0.0388,0.0114,0.1827,0.1590,-0.2921,0.0000,3.1533,0.5574,0.0000,0.0000,0.0000
6305,44.3,101.0,1517,-0.0185,0.0060,0.1842,0.0865,-0.2822,0.0000,3.1533,0.4421,0.0000,0.0000,0.0000
6306,26.3,67.0,1011,-0.0285,0.0086,0.1625,0.2296,-0.4193,-0.3215,3.1533,0.5244,0.0000,0.0000,0.0000
6307,21.8,69.0,685,-0.0380,0.0075,0.2051,0.2253,-0.4516,0.0000,3.1533,0.4924,0.0000,0.0000,0.0000
6308,23.2,64.0,902,-0.0473,0.0075,0.1414,0.0484,-0.3832,-0.1373,3.1533,0.4977,0.0000,0.0000,0.0000
6309,22.6,61.0,734,-0.0460,0.0037,0.1751,0.1788,-0.4068,-0.3360,3.1074,0.5551,0.0000,0.0000,0.0000
6310,21.8,63.0,776,-0.0673,0.0068,0.1438,0.2798,-0.3565,-0.2588,3.1037,0.5433,0.0000,0.0000,0.0000
6311,21.3,61.0,761,-0.0394,0.0064,0.2139,0.4736,-0.4288,0.0000,2.3088,0.4826,0.0000,0.0000,0.0000
6312,24.8,70.0,918,-0.0370,0.0111,0.2158,0.1001,-0.3512,0.0000,0.8596,0.4757,0.0000,0.0000,0.0000
6313,20.5,65.0,693,-0.0216,0.0077,0.2189,0.1097,-0.3845,0.0000,1.4531,0.5500,0.0000,0.0000,0.0000
6314,19.9,39.0,694,-0.0749,0.0046,0.1473,0.2160,-0.4986,0.0000,2.4408,0.6621,0.0000,0.0000,0.0000
6315,23.1,63.0,811,-0.0247,0.0047,0.1577,0.1033,-0.3717,0.0000,2.3688,0.5745,0.0000,0.0000,0.0000
6316,33.0,82.0,1314,-0.0403,0.0030,0.1193,0.1841,-0.3918,0.0000,2.2724,0.5620,0.0000,0.0000,0.0000
6317,18.6,41.0,679,-0.0489,0.0120,0.1308,0.1688,-0.4611,-0.1304,2.2724,0.6112,0.0000,0.0000,0.0000
6318,23.9,75.0,928,-0.0593,0.0022,0.1845,0.4243,-0.3763,0.0000,2.2724,0.5420,0.0000,0.0000,0.0000
6319,23.6,72.0,732,-0.0464,0.0080,0.1863,0.2804,-0.5017,0.0000,2.3818,0.4977,0.0000,0.0000,0.0000
6320,20.6,71.0,681,-0.0646,0.0053,0.2060,0.2985,-0.3159,0.0000,2.4001,0.5789,0.0000,0.0000,0.0000
6321,22.0,77.0,785,-0.0535,0.0074,0.1728,0.2875,-0.3627,0.0000,2.4776,0.4885,0.0000,0.0000,0.0000
6322,28.8,74.0,1051,-0.0552,0.0041,0.1201,0.1251,-0.4279,0.0000,3.0182,0.5042,0.0000,0.0000,0.0000
6323,24.1,66.0,748,-0.0428,0.0315,0.1282,0.1864,-0.4397,0.0000,2.9986,0.4846,0.0000,0.0000,0.0000
6324,25.4,77.0,1009,-0.0466,0.0062,0.1150,0.1492,-0.3179,0.0000,2.6935,0.5172,0.0000,0.0000,0.0000
6325,19.4,63.0,721,-0.0305,0.0077,0.1353,0.3232,-0.4475,0.0000,2.6996,0.5510,0.0000,0.0000,0.0000
6326,18.2,55.0,686,-0.0466,0.0137,0.1575,0.2423,-0.0837,0.0000,2.7054,0.5691,0.0000,0.0000,0.0000
6327,24.8,76.0,798,-0.0520,0.0033,0.1146,0.4414,-0.4822,-0.3514,2.6232,0.4429,0.0000,0.0000,0.0000
6328,25.2,73.0,1020,-0.0235,0.0028,0.1515,0.2240,-0.3811,0.0000,2.6232,0.4969,0.0000,0.0000,0.0000
6329,24.9,76.0,895,-0.0268,0.0056,0.1293,0.1391,-0.2444,0.0000,2.5027,0.4734,0.0000,0.0000,0.0000
6330,23.1,64.0,760,-0.0329,0.0067,0.1931,0.2777,-0.2630,0.0000,2.7742,0.5463,0.0000,0.0000,0.0000
6331,36.6,86.0,1389,-0.0216,0.0019,0.1470,0.2568,-0.3748,0.0000,2.7397,0.5980,0.0000,0.0000,0.0000
6332,27.6,73.0,1024,-0.0342,0.0030,0.1746,0.1948,-0.2189,0.0000,2.4976,0.4778,0.0000,0.0000,0.0000
6333,23.0,71.0,832,-0.0505,0.0022,0.1361,0.2935,-0.3458,0.0000,2.5505,0.5079,0.0000,0.0000,0.0000
6334,27.2,79.0,897,-0.0491,0.0062,0.0932,0.2831,-0.3613,0.0000,2.3189,0.5199,0.0000,0.0000,0.0000
6335,18.5,60.0,627,-0.0367,0.0189,0.1173,0.4005,-0.3503,0.0000,2.3222,0.4592,0.0000,0.0000,0.0000
6336,21.3,50.0,771,-0.0739,0.0057,0.1314,0.2709,-0.0902,0.0000,2.3566,0.5922,0.0000,0.0000,0.0000
6337,22.3,61.0,829,-0.0410,0.0072,0.1581,0.4055,-0.2554,0.0000,2.3829,0.4784,0.0000,0.0000,0.0000
6338,21.9,77.0,703,-0.0597,0.0062,0.1581,0.1835,-0.4672,0.0000,2.3829,0.4949,0.0000,0.0000,0.0000
6339,39.9,130.0,1404,-0.0264,0.0023,0.1560,0.2184,-0.3238,0.0000,2.3450,0.4976,0.0000,0.0000,0.0000
6340,30.4,107.0,1100,-0.0236,0.0011,0.1325,0.4058,-0.3502,0.0000,0.0872,0.5389,0.0000,0.0000,0.0000
6341,23.5,64.0,819,-0.0501,0.0041,0.1339,0.4624,-0.4570,0.0000,0.0000,0.5853,0.0000,0.0000,0.0000
6342,23.9,74.0,797,-0.0402,0.0065,0.1232,0.2367,-0.4664,0.0000,0.0000,0.5564,0.0000,0.0000,0.0000
6343,24.4,72.0,893,-0.0470,0.0064,0.1955,0.1688,-0.3067,0.0000,0.0000,0.5357,0.0000,0.0000,0.0000
6344,25.7,66.0,972,-0.0288,0.0035,0.0965,0.3452,-0.3808,0.0000,0.0000,0.5920,0.0000,0.0000,0.0000
6345,20.1,46.0,714,-0.0504,0.0063,0.1300,0.3526,-0.1821,0.0000,0.0000,0.5165,0.0000,0.0000,0.0000
6346,25.6,95.0,847,-0.0449,0.0064,0.0773,0.2632,-0.4313,0.0000,0.0000,0.5202,0.0000,0.0000,0.0000
6347,28.7,87.0,966,-0.0590,0.0038,0.1683,0.2721,-0.4077,0.0000,0.0000,0.5433,0.0000,0.0000,0.0000
6348,26.8,73.0,967,-0.0269,0.0063,0.1640,0.2337,-0.3688,0.0000,0.0000,0.5185,0.0000,0.0000,0.0000
6349,25.5,89.0,809,-0.0535,0.0060,0.1104,0.1909,-0.4136,-0.1301,0.0000,0.4719,0.0000,0.0000,0.0000
6350,40.1,85.0,1414,-0.0248,0.0007,0.2167,0.6141,0.0277,0.0000,0.0000,0.5186,0.0000,0.0000,0.0000
6351,21.2,55.0,749,-0.0360,0.0066,0.0539,0.0994,-0.1899,0.0000,0.0000,0.4972,0.0000,0.0000,0.0000
6352,24.8,91.0,831,-0.0493,0.0161,0.0903,0.3268,-0.3851,0.0000,0.0000,0.5161,0.0000,0.0000,0.0000
6353,18.3,53.0,688,-0.0203,0.0026,0.0580,0.1946,-0.3394,0.0000,0.0000,0.4714,0.0000,0.0000,0.0000
6354,28.7,81.0,969,-0.0268,0.0102,0.1090,0.5046,-0.4854,0.0000,0.0000,0.5317,0.0000,0.0000,0.0000
6355,21.4,61.0,759,-0.0382,0.0057,0.0405,0.3280,-0.4014,0.0000,0.0000,0.6091,0.0000,0.0000,0.0000
6356,29.5,84.0,1065,-0.0169,0.0028,0.0503,0.2720,-0.3428,0.0000,0.0000,0.5263,0.0000,0.0000,0.0000
6357,28.2,79.0,1026,-0.0575,0.0045,0.0548,0.2448,-0.3773,0.0000,0.0000,0.5503,0.0000,0.0000,0.0000
6358,25.5,77.0,975,-0.0349,0.0044,0.0767,0.1722,-0.2346,0.0000,0.0000,0.5359,0.0000,0.0000,0.0000
6359,25.4,108.0,767,-0.0613,0.0134,0.0596,0.6252,-0.4677,0.0000,0.0000,0.4176,0.0000,0.0000,0.0000
6360,21.9,66.0,763,-0.0446,0.0017,0.0310,0.1834,-0.3464,0.0000,0.0000,0.5677,0.0000,0.0000,0.0000
6361,24.9,58.0,815,-0.0552,0.0075,0.0893,0.1983,-0.3588,0.0000,0.0000,0.4187,0.0000,0.0000,0.0000
6362,22.0,51.0,717,-0.1018,0.0099,0.0149,0.1995,-0.4919,0.0000,0.0000,0.4970,0.0000,0.0000,0.0000
6363,19.2,54.0,720,-0.0514,0.0076,0.0088,0.1670,-0.4061,0.0000,0.0000,0.5890,0.0000,0.0000,0.0000
6364,24.8,77.0,959,-0.0428,0.0040,0.0862,0.2029,-0.4329,0.0000,0.0000,0.4722,0.0000,0.0000,0.0000
6365,20.5,55.0,623,-0.0385,0.0173,0.1387,0.3831,-0.2038,0.0000,0.0000,0.5200,0.0000,0.0000,0.0000
6366,22.4,64.0,766,-0.0339,0.0036,0.0646,0.1968,-0.3110,0.0000,0.0000,0.5569,0.0000,0.0000,0.0000
6367,25.5,71.0,846,-0.0485,0.0058,0.0315,0.1671,-0.3959,0.0000,0.0000,0.5023,0.0000,0.0000,0.0000
6368,32.5,77.0,1188,-0.0295,0.0032,0.0573,0.3529,-0.4876,0.0000,0.0000,0.5657,0.0000,0.0000,0.0000
6369,31.9,89.0,1079,-0.0148,0.0029,0.0475,0.5789,-0.3430,0.0000,0.0000,0.4810,0.0000,0.0000,0.0000
6370,21.6,81.0,675,-0.0385,0.0046,0.0490,0.3299,-0.3524,0.0000,0.0000,0.5129,0.0000,0.0000,0.0000
6371,31.7,86.0,1133,-0.0106,0.0048,0.0523,0.3759,-0.3133,0.0000,0.0000,0.4884,0.0000,0.0000,0.0000
6372,35.6,76.0,1297,-0.0200,0.0032,0.1244,0.3230,-0.3431,0.0000,0.0000,0.5089,0.0000,0.0000,0.0000
6373,19.2,52.0,704,-0.0227,0.0116,0.0607,0.2183,-0.3389,0.0000,0.0000,0.5631,0.0000,0.0000,0.0000
6374,19.6,53.0,691,-0.0101,0.0056,0.0514,0.5759,-0.3360,0.0000,0.0000,0.5263,0.0000,0.0000,0.0000
6375,21.8,64.0,694,-0.0663,0.0039,0.0409,0.2405,-0.3719,0.0000,0.0000,0.5703,0.0000,0.0000,0.0000
6376,22.5,81.0,771,-0.0324,0.0033,0.0777,0.2945,-0.4567,0.0000,0.0000,0.4936,0.0000,0.0000,0.0000
6377,22.1,64.0,771,-0.0441,0.0076,0.0944,0.3629,-0.2375,0.0000,0.0000,0.4794,0.0000,0.0000,0.0000
6378,20.9,58.0,755,-0.0371,0.0102,0.0923,0.4578,-0.4249,0.0000,0.0000,0.4080,0.0000,0.0000,0.0000
6379,23.1,70.0,690,-0.0319,0.0081,0.1606,0.3405,-0.4625,0.0000,0.0000,0.5188,0.0000,0.0000,0.0000
6380,26.8,104.0,838,-0.0251,0.0017,0.1167,0.4435,-0.3896,0.0000,0.0000,0.5038,0.0000,0.0000,0.0000
6381,29.4,80.0,1070,-0.0299,0.0029,0.1390,0.2960,-0.4184,0.0000,0.0000,0.5289,0.0000,0.0000,0.0000
6382,22.0,60.0,795,-0.0491,0.0040,0.1178,0.6273,-0.3493,0.0000,0.0000,0.5802,0.0000,0.0000,0.0000
6383,20.9,76.0,733,-0.0327,0.0071,0.1045,0.6382,-0.5818,0.0000,0.0000,0.5268,0.0000,0.0000,0.0000
6384,26.3,84.0,834,-0.0360,0.0128,0.1768,0.3134,-0.4222,0.0000,0.0000,0.4691,0.0000,0.0000,0.0000
6385,23.5,68.0,729,-0.0357,0.0078,0.1827,0.2066,-0.4169,0.0000,0.0000,0.5365,0.0000,0.0000,0.0000
6386,37.0,100.0,1386,-0.0216,0.0009,0.1392,0.4957,-0.3020,0.0000,0.0000,0.5094,0.0000,0.0000,0.0000
6387,22.2,53.0,804,-0.0510,0.0066,0.1137,0.5770,-0.5054,0.0000,0.0000,0.5470,0.0000,0.0000,0.0000
6388,45.9,128.0,1572,-0.0337,0.0022,0.1518,0.3149,-0.3804,0.0000,0.0000,0.5163,0.0000,0.0000,0.0000
6389,22.0,59.0,784,-0.0421,0.0088,0.1177,0.6028,-0.4648,0.0000,0.0000,0.5919,0.0000,0.0000,0.0000
6390,21.3,86.0,754,-0.0531,0.0072,0.1676,0.5382,-0.4289,0.0000,0.0000,0.5077,0.0000,0.0000,0.0000
6391,34.4,94.0,1201,-0.0333,0.0062,0.2227,0.6429,-0.4062,0.0000,0.0000,0.4706,0.0000,0.0000,0.0000
6392,19.2,60.0,654,-0.0229,0.0111,0.2023,0.5057,-0.3400,0.0000,0.0000,0.5270,0.0000,0.0000,0.0000
6393,21.1,64.0,695,-0.0317,0.0085,0.1818,0.4238,-0.4378,0.0000,0.0000,0.5134,0.0000,0.0000,0.0000
6394,24.1,61.0,775,-0.0555,0.0039,0.1975,0.4068,-0.2917,0.0000,0.0000,0.5275,0.0000,0.0000,0.0000
6395,21.0,66.0,648,-0.0247,0.0172,0.1731,0.1988,-0.1837,0.0000,0.0000,0.4490,0.0000,0.0000,0.0000
6396,27.1,90.0,879,-0.0319,0.0057,0.1122,0.2126,-0.4556,0.0000,0.0000,0.5258,0.0000,0.0000,0.0000
6397,22.5,63.0,771,-0.0532,0.0054,0.1785,0.1722,-0.2328,0.0000,0.0000,0.5246,0.0000,0.0000,0.0000
6398,32.8,97.0,1223,-0.0319,0.0022,0.1307,0.2967,-0.1433,0.0000,0.0000,0.4838,0.0000,0.0000,0.0000
6399,18.9,48.0,709,-0.0268,0.0023,0.1373,0.2210,-0.2865,0.0000,0.0000,0.5842,0.0000,0.0000,0.0000
6400,23.4,65.0,684,-0.0336,0.0024,0.1810,0.3215,-0.4480,0.0000,0.0000,0.5017,0.0000,0.0000,0.0000
6401,20.4,53.0,721,-0.0485,0.0099,0.1951,0.4125,-0.4880,0.0000,0.0000,0.5543,0.0000,0.0000,0.0000
6402,30.9,85.0,1114,-0.0063,0.0054,0.1612,0.2786,-0.2812,0.0000,0.0000,0.5382,0.0000,0.0000,0.0000
6403,17.7,51.0,650,-0.0338,0.0042,0.1190,0.5377,-0.5584,0.0000,0.0000,0.5817,0.0000,0.0000,0.0000
6404,39.8,110.0,1289,-0.0248,0.0043,0.1396,0.4369,-0.3220,0.0000,0.0000,0.5375,0.0000,0.0000,0.0000
6405,35.7,97.0,1234,-0.0397,0.0070,0.1446,0.2911,-0.4171,0.0000,0.0000,0.4886,0.0000,0.0000,0.0000
6406,29.4,97.0,1003,-0.0289,0.0026,0.2074,0.5013,-0.3601,0.0000,0.0000,0.5152,0.0000,0.0000,0.0000
6407,32.8,99.0,1186,-0.0110,0.0042,0.2232,0.3266,-0.2266,0.0000,0.0000,0.5278,0.0000,0.0000,0.0000
6408,26.6,103.0,929,-0.0258,0.0048,0.1598,0.4187,-0.4015,0.0000,0.0000,0.3934,0.0000,0.0000,0.0000
6409,27.0,129.0,954,-0.0262,0.0050,0.1403,0.2229,-0.3850,0.0000,0.0000,0.4454,0.0000,0.0000,0.0000
6410,32.0,73.0,1166,-0.0189,0.0040,0.0991,0.2696,-0.3073,0.0000,0.0000,0.5317,0.0000,0.0000,0.0000
6411,24.3,74.0,776,-0.0451,0.0091,0.1743,0.5587,-0.3712,0.0000,0.0000,0.4824,0.0000,0.0000,0.0000
6412,30.6,77.0,1169,-0.0368,0.0054,0.1523,0.4262,-0.4499,0.0000,0.0000,0.6200,0.0000,0.0000,0.0000
6413,21.2,65.0,759,-0.0382,0.0056,0.1433,0.3558,-0.4110,0.0000,0.0000,0.5288,0.0000,0.0000,0.0000
6414,27.1,86.0,983,-0.0356,0.0029,0.1381,0.4533,-0.4167,0.0000,0.0000,0.5249,0.0000,0.0000,0.0000
6415,20.7,68.0,664,-0.0271,0.0096,0.1834,0.3403,-0.0826,0.0000,0.0000,0.5439,0.0000,0.0000,0.0000
6416,29.5,88.0,896,-0.0592,0.0068,0.2464,0.3171,-0.4594,0.0000,0.0000,0.4921,0.0000,0.0000,0.0000
6417,38.3,109.0,1308,-0.0260,0.0054,0.1523,0.4536,-0.1952,0.0000,0.0000,0.5830,0.0000,0.0000,0.0000
6418,24.1,65.0,749,-0.0387,0.0042,0.2051,0.6062,-0.3768,0.0000,0.0000,0.4974,0.0000,0.0000,0.0000
6419,21.6,56.0,726,-0.0303,0.0096,0.1331,0.3743,-0.4361,0.0000,0.0000,0.4587,0.0000,0.0000,0.0000
6420,19.2,47.0,641,-0.0546,0.0090,0.2088,0.4534,-0.2546,0.0000,0.0000,0.6050,0.0000,0.0000,0.0000
6421,29.9,90.0,907,-0.0342,0.0031,0.1281,0.3894,-0.4239,0.0000,0.0000,0.4844,0.0000,0.0000,0.0000
6422,33.9,85.0,1275,-0.0016,0.0036,0.1420,0.4005,-0.3132,0.0000,0.0000,0.5991,0.0000,0.0000,0.0000
6423,20.8,62.0,738,-0.0244,0.0048,0.1841,0.4175,-0.4473,0.0000,0.0000,0.4744,0.0000,0.0000,0.0000
6424,30.0,86.0,1058,-0.0406,0.0055,0.1489,0.5264,-0.3900,0.0000,0.0000,0.5815,0.0000,0.0000,0.0000
6425,32.4,74.0,1165,-0.0197,0.0048,0.1816,0.4776,-0.4025,0.0000,0.0000,0.6097,0.0000,0.0000,0.0000
6426,16.6,53.0,657,-0.0244,0.0039,0.1335,0.3323,-0.5134,0.0000,0.0000,0.5552,0.0000,0.0000,0.0000
6427,19.4,53.0,670,-0.0552,0.0036,0.1362,0.4000,-0.4512,0.0000,0.0000,0.6784,0.0000,0.0000,0.0000
6428,30.8,80.0,1129,-0.0133,0.0040,0.1317,0.5825,-0.3606,0.0000,0.0000,0.5038,0.0000,0.0000,0.0000
6429,22.7,69.0,741,-0.0607,0.0009,0.1645,0.4160,-0.3470,0.0000,0.0000,0.4841,0.0000,0.0000,0.0000
6430,25.8,72.0,857,-0.0198,0.0019,0.1009,0.3468,-0.4956,0.0000,0.0000,0.5825,0.0000,0.0000,0.0000
6431,28.5,111.0,968,-0.0486,0.0025,0.1530,0.1993,-0.4343,0.0000,0.0000,0.4859,0.0000,0.0000,0.0000
6432,19.3,69.0,667,-0.0435,0.0077,0.1596,0.4330,-0.4421,0.0000,0.0000,0.5928,0.0000,0.0000,0.0000
6433,28.2,82.0,1092,-0.0101,0.0029,0.1740,0.2801,-0.3546,0.0000,0.0000,0.5698,0.0000,0.0000,0.0000
6434,20.8,52.0,759,-0.0593,0.0035,0.1996,0.3849,-0.2721,0.0000,0.0000,0.5795,0.0000,0.0000,0.0000
6435,28.9,94.0,999,-0.0210,0.0022,0.2065,0.4543,-0.3173,0.0000,0.0000,0.5505,0.0000,0.0000,0.0000
6436,38.0,86.0,1436,-0.0167,0.0052,0.2330,0.6164,-0.2261,0.0000,0.0000,0.5010,0.0000,0.0000,0.0000
6437,22.6,59.0,705,-0.0241,0.0067,0.1678,0.5575,-0.4487,0.0000,0.0000,0.5330,0.0000,0.0000,0.0000
6438,21.1,49.0,753,-0.0624,0.0065,0.1636,0.6230,0.1035,0.0000,0.0000,0.5287,0.0000,0.0000,0.0000
6439,32.7,117.0,1009,-0.0317,0.0037,0.1704,0.3099,-0.4725,0.0000,0.0000,0.4498,0.0000,0.0000,0.0000
6440,24.3,77.0,817,-0.0416,0.0097,0.2820,0.6038,-0.3169,0.0000,0.0000,0.4745,0.0000,0.0000,0.0000
6441,30.8,82.0,1096,-0.0401,0.0012,0.2293,0.3814,-0.1158,0.0000,0.0000,0.5329,0.0000,0.0000,0.0000
6442,31.3,86.0,1101,-0.0263,0.0052,0.1788,0.1657,-0.4627,0.0000,0.0000,0.5688,0.0000,0.0000,0.0000
6443,19.9,46.0,684,-0.0453,0.0102,0.1684,0.4065,-0.2419,0.0000,0.0000,0.4939,0.0000,0.0000,0.0000
6444,21.2,64.0,670,-0.0269,0.0111,0.1744,0.4429,-0.4000,0.0000,0.0000,0.4642,0.0000,0.0000,0.0000
6445,26.2,66.0,957,-0.0261,0.0064,0.2121,0.4606,-0.1962,0.0000,0.0000,0.5264,0.0000,0.0000,0.0000
6446,33.1,84.0,1221,-0.0287,0.0018,0.1497,0.3066,-0.2109,0.0000,0.0000,0.5516,0.0000,0.0000,0.0000
6447,22.7,67.0,701,-0.0357,0.0087,0.1434,0.4796,-0.1970,0.0000,0.0000,0.4735,0.0000,0.0000,0.0000
6448,32.0,72.0,1225,-0.0302,0.0025,0.1260,0.5081,-0.3368,0.0000,0.0000,0.5994,0.0000,0.0000,0.0000
6449,22.0,66.0,778,-0.0476,0.0067,0.1190,0.6242,-0.4014,0.0000,0.0000,0.5692,0.0000,0.0000,0.0000
6450,23.9,63.0,756,-0.0238,0.0054,0.1754,0.4255,-0.2590,0.0000,0.0000,0.5621,0.0000,0.0000,0.0000
6451,19.2,67.0,674,-0.0504,0.0039,0.1476,0.5976,-0.3589,0.0000,0.0000,0.5199,0.0000,0.0000,0.0000
6452,21.8,62.0,715,-0.0392,0.0058,0.1291,0.4613,-0.4960,0.0000,0.0000,0.4509,0.0000,0.0000,0.0000
6453,24.6,80.0,779,-0.0552,0.0018,0.1802,0.4857,-0.3705,0.0000,0.0000,0.5159,0.0000,0.0000,0.0000
6454,27.5,99.0,918,-0.0283,0.0028,0.1648,0.4599,-0.3810,0.0000,0.0000,0.4904,0.0000,0.0000,0.0000
6455,22.9,66.0,728,-0.0357,0.0116,0.1763,0.6259,-0.3416,0.0000,0.0000,0.5634,0.0000,0.0000,0.0000
6456,20.3,63.0,743,-0.0444,0.0049,0.2137,0.5470,-0.4147,0.0000,0.0000,0.5284,0.0000,0.0000,0.0000
6457,19.9,69.0,736,-0.0516,0.0092,0.1529,0.3857,-0.4206,0.0000,0.0000,0.5254,0.0000,0.0000,0.0000
6458,43.9,131.0,1497,-0.0314,0.0052,0.1387,0.5773,-0.4412,0.0000,0.0000,0.3845,0.0000,0.0000,0.0000
6459,27.3,86.0,980,-0.0296,0.0045,0.1901,0.3569,-0.3496,0.0000,0.0000,0.5496,0.0000,0.0000,0.0000
6460,23.9,63.0,878,-0.0478,0.0087,0.1583,0.4684,-0.4224,0.0000,0.0000,0.6023,0.0000,0.0000,0.0000
6461,23.9,66.0,835,-0.0204,0.0064,0.1969,0.5081,-0.4851,0.0000,0.0000,0.5565,0.0000,0.0000,0.0000
6462,23.0,55.0,735,-0.0435,0.0095,0.1780,0.3862,-0.5167,0.0000,0.0000,0.5832,0.0000,0.0000,0.0000
6463,28.9,101.0,965,-0.0404,0.0025,0.1981,0.5901,-0.3828,0.0000,0.0000,0.4663,0.0000,0.0000,0.0000
6464,37.2,106.0,1156,-0.0216,0.0083,0.2033,0.3273,-0.4111,0.0000,0.0000,0.5569,0.0000,0.0000,0.0000
6465,21.8,65.0,778,-0.0437,0.0095,0.1701,0.5680,-0.4646,0.0000,0.0000,0.5463,0.0000,0.0000,0.0000
6466,32.1,85.0,1043,-0.0173,0.0076,0.1990,0.5016,-0.3413,0.0000,0.0000,0.5671,0.0000,0.0000,0.0000
6467,21.5,51.0,764,-0.0471,0.0055,0.1864,0.4581,-0.4484,0.0000,0.0000,0.5128,0.0000,0.0000,0.0000
6468,42.6,99.0,1466,-0.0232,0.0025,0.2074,0.4680,-0.2629,0.0000,0.0000,0.4636,0.0000,0.0000,0.0000
6469,21.2,76.0,797,-0.0314,0.0091,0.1626,0.5779,-0.4272,0.0000,0.0000,0.4136,0.0000,0.0000,0.0000
6470,43.7,97.0,1397,-0.0243,0.0068,0.1976,0.5173,-0.3115,0.0000,0.0000,0.4893,0.0000,0.0000,0.0000
6471,33.6,103.0,1045,-0.0431,0.0036,0.1544,0.5565,-0.4105,0.0000,0.0000,0.5512,0.0000,0.0000,0.0000
6472,36.6,108.0,1346,-0.0305,0.0061,0.1695,0.5991,-0.4123,0.0000,0.0000,0.5312,0.0000,0.0000,0.0000
6473,26.1,72.0,832,-0.0565,0.0060,0.2027,0.4629,-0.3903,0.0000,0.0000,0.5101,0.0000,0.0000,0.0000
6474,25.3,55.0,896,-0.0547,0.0090,0.1775,0.6069,-0.5417,0.0000,0.0000,0.5866,0.0000,0.0000,0.0000
6475,43.1,112.0,1361,-0.0176,0.0033,0.1696,0.5672,-0.3085,0.0000,0.0000,0.5691,0.0000,0.0000,0.0000
6476,41.5,111.0,1492,-0.0127,0.0061,0.1782,0.4056,-0.1410,0.0000,0.0000,0.4285,0.0000,0.0000,0.0000
6477,26.9,78.0,1051,-0.0086,0.0079,0.1472,0.4112,-0.3476,0.0000,0.0000,0.5538,0.0000,0.0000,0.0000
6478,27.4,106.0,943,-0.0371,0.0079,0.1809,0.5182,-0.4068,0.0000,0.0000,0.5033,0.0000,0.0000,0.0000
6479,21.2,60.0,637,-0.0188,0.0045,0.1800,0.6043,-0.4626,0.0000,0.0000,0.5181,0.0000,0.0000,0.0000
6480,36.7,89.0,1413,-0.0290,0.0020,0.1169,0.3899,-0.3079,0.0000,0.0000,0.5719,0.0000,0.0000,0.0000
6481,23.0,83.0,743,-0.0404,0.0073,0.1579,0.2581,-0.4208,0.0000,0.0000,0.5163,0.0000,0.0000,0.0000
6482,25.2,76.0,821,-0.0451,0.0037,0.1604,0.4455,-0.4649,0.0000,0.0000,0.4412,0.0000,0.0000,0.0000
6483,20.8,52.0,717,-0.0488,0.0062,0.1440,0.5924,-0.3959,0.0000,0.0000,0.5578,0.0000,0.0000,0.0000
6484,20.6,50.0,720,-0.0306,0.0062,0.1877,0.5593,-0.3984,0.0000,0.0000,0.5301,0.0000,0.0000,0.0000
6485,26.4,80.0,897,-0.0145,0.0060,0.0962,0.5184,-0.4413,0.0000,0.0000,0.5591,0.0000,0.0000,0.0000
6486,22.7,67.0,848,-0.0236,0.0026,0.1808,0.5659,-0.3720,0.0000,0.0000,0.5473,0.0000,0.0000,0.0000
6487,21.7,55.0,772,-0.0492,0.0029,0.1271,0.4552,-0.4692,0.0000,0.0000,0.5381,0.0000,0.0000,0.0000
6488,23.4,65.0,882,-0.0340,0.0014,0.0689,0.5502,-0.3530,0.0000,0.0000,0.5304,0.0000,0.0000,0.0000
6489,24.2,71.0,883,-0.0294,0.0024,0.0722,0.4798,-0.3930,0.0000,0.0000,0.5411,0.0000,0.0000,0.0000
6490,40.9,109.0,1425,-0.0260,0.0028,0.1007,0.5959,-0.3802,0.0000,0.0000,0.5240,0.0000,0.0000,0.0000
6491,21.1,65.0,753,-0.0236,0.0059,0.1067,0.4182,-0.3369,-0.0565,0.0000,0.4211,0.0000,0.0000,0.0000
6492,24.5,57.0,806,-0.0385,0.0050,0.1534,0.5631,-0.3809,0.0000,0.0000,0.5306,0.0000,0.0000,0.0000
6493,21.4,58.0,755,-0.0570,0.0042,0.0754,0.4919,-0.3774,0.0000,0.0000,0.4950,0.0000,0.0000,0.0000
